Episodio n;Titulo;URL;Año;Mes
Episodio 356;Otras cosmologías sonoras - 10/05/17;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-otras-cosmologias-sonoras-10-05-17/4014603/;2017;5
Episodio 357;Cosmologías sonoras - 12/05/17;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-cosmologias-sonoras-12-05-17/4017292/;2017;5
Episodio 358;Cosmologías sonoras - 15/05/17;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-cosmologias-sonoras-15-05-17/4020504/;2017;5
Episodio 359;Cosmologías sonoras - 16/05/17;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-cosmologias-sonoras-16-05-17-16-05-17/4022114/;2017;5
Episodio 360;Otras cosmologías sonoras - 17/05/17;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-otras-cosmologias-sonoras-17-05-17/4023297/;2017;5
Episodio 361;Pepe Habichuela - Ogun Afrobeat;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9742-pepe-habichuela-ogun-afrobeat-18-05-17/4024947/;2017;5
Episodio 362;Otras cosmologías sonoras - 19/05/17;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-otras-cosmologias-sonoras-19-05-17/4026574/;2017;5
Episodio 363;Rock Sinfónico 01 The Nice;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9743-rock-sinfonico-01-the-nice-22-05-17/4031665/;2017;5
Episodio 364;Rock Sinfónico 02 Pete Sinfield;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9744-rock-sinfonico-02-pete-sinfield-23-05-17/4033507/;2017;5
Episodio 365;Rock Sinfónico 03 Can, Focus, Yes;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9745-rock-sinfonico-03-can-focus-yes-24-05-17/4034857/;2017;5
Episodio 366;Rock Sinfónico 04 Argent-Genesis;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9746-rock-sinfonico-04-argent-genesis-25-05-17/4036439/;2017;5
Episodio 367;Rock Sinfónico 05 K.Crimson;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9747-rock-sinfonico-05-kcrimson-26-05-17/4037596/;2017;5
Episodio 368;Rock Sinfónico 06 Le Orme;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9764-rock-sinfonico-06-orme-29-05-17/4039879/;2017;5
