Episodio n;Titulo;URL;Año;Mes
Episodio 43;Rock Sinfónico 36 Fermata;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9800-rock-sinfonico-36-fermata-10-07-17/4101925/;2017;7
Episodio 44;Rock sinfónico 37;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/170711-discopolis-rock-sinfonico-37-2017-07-07t10-40-08643/4101855/;2017;7
Episodio 45;Rock Sinfónico 38 -The Nice;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9810-rock-sinfonico-38-the-nice-12-07-17/4101854/;2017;7
Episodio 46;Rock sinfónico 39 Solaris;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9811-rock-sinfonico-39-solaris-13-07-17/4111913/;2017;7
Episodio 47;Rock Sinfónico 40 Flaming Lips;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9812-rock-sinfonico-40-flaming-lips-14-07-17/4111945/;2017;7
Episodio 48;Rock Sinfónico 41 Pink Floyd sin ellos;http://www.rtve.eshttps://www.rtve.es/play/audios/discopolis/discopolis-9814-rock-sinfonico-41-pink-floyd-sin-ellos-17-07-17/4115423/;2017;7
Episodio 49;Rock Sinfónico 42 Rusos;http://www.rtve.eshttps://www.rtve.es/play/audios/discopolis/discopolis-9815-rock-sinfonico-42-rusos-18-07-17/4111914/;2017;7
Episodio 50;Rock Sinfónico 43 Mas rusos;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9816-rock-sinfonico-43-mas-rusos-19-07-17/4115422/;2017;7
Episodio 51;Rock Sinfónico 86 Libro Eduardo Salueña;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9932-rock-sinfonico-86-libro-eduardo-saluena-03-11-17/4285864/;2017;11
Episodio 52;Rock Sinfónico 87;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-10685-rock-sinfonico-87-10-09-19/5360184/;2019;9
Episodio 53;10.706: Rock Sinfónico 88 Neal Morse;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-10706-rock-sinfonico-88-neal-morse-30-09-19/5398857/;2019;9
