Episodio n;Titulo;URL;Año;Mes
Episodio 83;1970 (84) Bob Seger System;http://www.rtve.es/play/audios/discopolis/discopolis-9730-1970-84-bob-seger-system-24-04-17/3992346/;2017;4
Episodio 84;1970 (85) Kluster - T2;http://www.rtve.es/play/audios/discopolis/discopolis-9738-1970-85-kluster-t2-01-05-17/4001780/;2017;5
Episodio 85;1970 (y86) High Tide;http://www.rtve.es/play/audios/discopolis/discopolis-9739-1970-y86-high-tide-02-05-17/4003481/;2017;5
Episodio 86;1970 (87) Fernando Salaberry;http://www.rtve.es/play/audios/discopolis/discopolis-030517/4005060/;2017;5
Episodio 87;1970 (88) Máquina;http://www.rtve.es/play/audios/discopolis/discopolis-9741-1970-88-maquina-05-05-17/4006451/;2017;5
Episodio 88;1970 89 España 02;http://www.rtve.es/play/audios/discopolis/discopolis-9883-1970-89-espana-02-20-09-17/4235568/;2017;9
Episodio 89;1970 (90) Los Brincos;http://www.rtve.es/play/audios/discopolis/discopolis-9885-1970-90-brincos-22-09-17/4238085/;2017;9
Episodio 90;1970 (91) Smash - Cerebrum;http://www.rtve.es/play/audios/discopolis/discopolis-9889-1970-91-smash-cerebrum-25-09-17/4240302/;2017;9
Episodio 91;1970 (92) Aguaviva;http://www.rtve.es/play/audios/discopolis/discopolis-9899-1970-92-aguaviva-04-10-17/4248041/;2017;10
Episodio 92;1970 (93) Miguel Ríos - Canarios;http://www.rtve.es/play/audios/discopolis/discopolis-9901-1970-93-miguel-rios-canarios-06-10-17/4250368/;2017;10
Episodio 93;1970 (94) Módulos;http://www.rtve.es/play/audios/discopolis/discopolis-9905-1970-94-modulos-09-10-17/4252478/;2017;10
Episodio 94;1970 (95) Música progresiva española;http://www.rtve.es/play/audios/discopolis/discopolis-9906-1970-95-musica-progresiva-espanola-10-10-17/4253899/;2017;10
Episodio 95;1970 (96) Vainica Doble;http://www.rtve.es/play/audios/discopolis/discopolis-9907-1970-96-vainica-doble-11-10-17/4255151/;2017;10
